GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
aws-athena-udfs-h3,io.jyde.aws.athena.connectors.udf.h3,H3AthenaUDFHandler,533,272,58,14,131,45,77,33,45,29
